SSID,BSSID,RSSI,Auth,Channel,Label
CampusGuest4586,3e:5c:21:4d:cc:d7,-61,Open,11,fake
Xfinity9999 Free,ac:2d:80:c3:60:f0,-84,WPA2,1,fake
Apartment-4671,d2:e1:cf:74:50:5d,-57,WPA2,9,real
TPLink_4965,a2:c0:93:6e:9c:75,-36,Open,1,real
BT WiFi 1238#,ff:e1:05:f9:97:69,-82,Open,6,fake
Residence-7741,d2:9d:c3:ad:44:71,-75,WEP,3,real
Library-4688,86:55:b1:e8:32:51,-63,WEP,11,fake
CafeGuest9096,88:19:17:5e:2e:09,-30,WPA2,9,fake
Home_1904,90:60:29:47:90:e8,-83,WEP,10,real
wifi free8743,86:d7:eb:e1:c0:9b,-62,WEP,10,fake
Cafe-fa,85:81:a5:40:9c:f5,-58,Open,7,fake
NET-476,65:e7:85:a9:b7:53,-75,Open,5,real
Lobby3898!,5e:07:8b:1a:34:41,-61,WEP,4,fake
Building-8260,bf:26:44:df:4d:b6,-62,WPA2-Enterprise,10,real
MyAP-8877,1e:43:e9:39:f1:b0,-81,WEP,7,real
Hotspot-Hotspot2164,0a:6e:b5:50:55:03,-33,WPA3,8,fake
Cafe-3029,f2:d7:8c:de:90:79,-46,WPA2-Enterprise,12,fake
John-2927,78:ad:3a:d2:28:e0,-65,WEP,10,real
MyAP-896,ca:46:52:78:7d:43,-61,WEP,2,real
Office_3044,6e:c0:77:46:a8:29,-34,Open,6,real
Apartment-996,26:96:61:9c:94:27,-31,WPA2-Enterprise,10,real
Anderson_9086,45:97:f6:2f:7f:5e,-50,WPA2,13,real
Dorm_1420,48:46:28:de:a1:3b,-83,WPA3,3,real
Dorm-1950,91:c3:08:36:6f:b3,-56,Open,9,real
Apartment_2263,8a:1a:a5:1e:1e:fc,-55,WPA3,7,real
shopguest5001,48:24:98:99:d5:56,-71,Open,3,fake
Anderson_AP,7c:c9:97:be:e6:26,-64,WPA2,12,real
NETGEAR-9418,bf:18:bf:88:04:c2,-82,WPA2-Enterprise,10,fake
Apartment_5464,78:8f:e6:f7:4d:0e,-44,WPA3,1,real
Guest-Guest#,5d:98:a4:f5:80:cb,-51,WPA3,6,fake
Linksys-9167,1b:fb:17:e9:24:8a,-79,WPA2-Enterprise,5,real
Tower-6682,13:de:13:5b:d2:94,-34,Open,10,real
Linksys_7659,d1:2a:e9:ff:5f:0d,-60,WPA3,13,real
mcdonalds wifi 6577,46:c1:11:11:58:e6,-61,WPA3,5,fake
WiFi-WiFi222,53:4e:cf:da:e3:69,-74,WPA2,10,fake
Library1329 Free,85:ba:96:71:70:75,-71,WPA3,11,fake
Residence-321,87:a3:72:b2:b3:1d,-73,WPA2-Enterprise,7,real
Shop_Campus6239,87:5e:15:f8:69:44,-75,WPA2-Enterprise,10,fake
Network-Network7706,9e:0a:97:38:8b:ea,-31,WPA3,10,fake
Office_2074,a0:0c:6f:4b:48:e9,-62,WPA2,7,real
Anderson-1505,6b:c7:27:22:95:13,-70,WPA3,4,real
MyWiFi_WiFi_7746.,12:a2:7b:4e:3f:2a,-45,WPA2-Enterprise,3,fake
Office-8305,55:9f:48:a1:d3:da,-89,WEP,9,real
Anderson_5784,05:ba:ce:47:f3:89,-38,WPA2,12,real
Xfinity_Free_9745,a7:32:b8:3c:91:7b,-49,WPA3,1,fake
MyAP_585,ae:61:b7:ec:f0:2b,-51,WEP,2,real
Free7497 Shop,5c:4e:c4:98:28:42,-56,WEP,7,fake
Building-7946,0a:cb:c5:30:63:59,-71,WEP,3,real
Anderson-2835,ba:4b:43:1a:91:40,-84,Open,7,real
Linksys7487,30:b2:a0:cc:18:fa,-61,Open,4,fake
Office_2405,ca:f3:b4:a1:c8:48,-32,Open,12,real
Linksys-5085,7a:2b:dc:59:88:a9,-30,WPA2-Enterprise,6,real
vodafone-feoa,da:d2:86:22:b7:01,-54,WEP,11,fake
Library8902,3b:40:58:87:3b:00,-90,WPA3,7,fake
Smith_9615,0d:d7:a5:73:bf:c5,-86,WEP,7,real
McDonalds_Free_1805,ab:8d:02:0e:53:1e,-61,WPA3,11,fake
campus_guest,ce:eb:48:9e:1c:3e,-53,WPA2,2,fake
Dorm-2238,f8:c5:3b:74:4f:ce,-42,WPA2,9,real
OfficeGuest2231,8e:82:19:e5:c1:74,-36,WEP,7,fake
Guest_BT3315,c8:12:02:30:d5:d3,-63,WPA2-Enterprise,11,fake
Office_1135,00:9e:c1:77:f0:a8,-54,WEP,10,real
linksys9249 network,2d:61:db:c8:b0:81,-61,Open,5,fake
Residence_6463,53:ce:2f:bb:04:e1,-83,WPA2-Enterprise,9,real
John_617,fb:6a:81:06:b5:78,-69,WPA2,5,real
Xfinity7481 Home,bb:f3:ba:3f:fb:fb,-52,Open,9,fake
Linksys_9566,f9:b0:a1:63:71:5e,-67,WEP,10,real
Tower-3710,d8:18:83:06:ae:e0,-77,WEP,8,real
 Guest Guest3811.,cd:a0:f6:f4:84:0e,-36,WPA2-Enterprise,13,fake
John-3856,f8:b1:23:f0:1d:d5,-65,Open,13,real
Anderson-7401,8d:d1:4e:1c:b6:45,-49,Open,5,real
NETGEAR_Guest#,de:e9:59:13:3c:82,-43,Open,11,fake
tplink1535 secure,07:1e:45:97:f7:29,-71,Open,3,fake
ShopGuest3881,f9:73:f7:c3:47:92,-43,Open,7,fake
Dorm_859,f5:97:40:11:8c:c6,-68,WEP,6,real
mall9851,ec:2b:08:47:2e:70,-72,WPA2,12,fake
Guest_Free_8237-,2f:15:27:70:8e:fd,-71,Open,7,fake
Shop4711,5f:a7:48:6a:f4:8b,-63,WPA3,11,fake
Tower-164,e6:47:c7:71:e6:35,-31,WPA2-Enterprise,10,real
Office_588,51:8d:25:85:c2:8d,-69,WPA2-Enterprise,4,real
bt_wifi_739,89:92:d5:1a:45:0b,-58,WPA2,7,fake
Building-3462,e5:1f:5e:ba:58:d7,-55,WEP,9,real
Linda-3417,d4:2a:71:25:b5:ba,-89,Open,8,real
Guest-Guest7272,ec:fe:51:f3:c1:f2,-86,WEP,11,fake
Office_Free_3948,74:3e:60:c2:7f:3d,-75,Open,11,fake
Linksys_6735,a3:e1:30:8f:9a:e9,-34,WPA2,1,real
TPLink-9186,cf:1f:5f:e1:95:e7,-61,WPA2,13,real
Guest Free 9514,5c:e5:1e:9a:74:36,-47,WPA3,11,fake
FreeWiFi_7873,31:93:cc:b3:ff:c0,-79,WPA2-Enterprise,3,fake
shop free 4630,16:f5:f8:58:be:88,-52,Open,3,fake
Residence_5305,b4:ec:cf:25:b6:d9,-74,WPA2-Enterprise,8,real
Starbucks_Free_36_,03:e0:82:a9:e4:80,-64,WEP,12,fake
Hotspot Office9702,54:1a:d3:c8:ee:ee,-76,Open,5,fake
Xfinity4984,39:5b:7f:9e:4c:bd,-38,WPA2,2,fake
Campus_7828,13:74:a7:d9:1f:21,-31,WEP,11,real
John-5458,f1:9a:51:fb:3d:01,-90,Open,6,real
Anderson-7376,1b:90:5d:9b:18:62,-30,Open,10,real
mcdonalds_wifi_9054,18:a5:12:85:ee:6d,-52,WPA2,10,fake
Network8752,ab:51:4b:11:c6:17,-53,WEP,11,fake
MallGuest8599#,c5:ad:ea:15:8f:b1,-54,WPA3,9,fake
FreeWiFi_2055,d3:25:9d:f2:ce:17,-46,WEP,7,fake
airport_free_975,0b:34:d5:7d:dd:d7,-36,WEP,6,fake
TPLink7751 Public#,3f:0c:2c:7b:f1:d9,-40,WPA3,1,fake
Cafe7413,e0:2b:9e:26:20:cb,-55,Open,11,fake
NETGEARGuest8064!,75:56:f9:03:e9:ef,-73,WPA3,9,fake
McDonalds6602.,f2:d0:95:66:7f:04,-79,WPA3,9,fake
Free721,73:4c:42:41:54:b4,-81,Open,11,fake
Campus_2115,cf:cd:cc:15:bf:d1,-70,WPA2,4,real
John_2664,f5:dc:04:47:25:8e,-60,WPA2-Enterprise,13,real
Linda_7306,ef:e4:ce:56:ba:4b,-48,WEP,11,real
lobby_free_5201,4d:3d:5d:df:e4:0c,-44,WPA3,5,fake
Building-4012,73:18:aa:bd:1b:5b,-63,WPA3,6,real
NET-6137,e6:7f:14:ef:8d:55,-61,WPA2-Enterprise,12,real
Lobby2854#,f6:b7:ac:e7:97:f6,-77,WEP,1,fake
NET_4316,30:b6:3c:04:40:e7,-52,WPA3,13,real
Tower-274,d0:8c:59:5f:ff:ae,-38,WEP,3,real
MyWiFi WiFi 4564,7c:7e:bf:76:ea:30,-33,WPA2-Enterprise,6,fake
Dorm_7268,f0:bd:1c:a9:5b:cd,-78,WEP,13,real
Network-Network1667,77:66:c7:06:71:03,-60,WPA2,11,fake
Cafe4802,22:7f:4b:bc:7a:0b,-75,WPA2-Enterprise,2,fake
NETGEAR7222.,0d:db:35:25:de:9d,-48,WEP,3,fake
Linksys_7245,60:36:23:42:01:cf,-53,WPA2,6,real
Apartment_3445,2b:e1:ec:79:f9:4e,-88,WPA3,5,real
Hotel5361 GuestNet,7a:e4:1b:89:9e:97,-42,Open,9,fake
Dorm-7465,42:95:2c:58:ea:ed,-78,WPA2-Enterprise,4,real
Campus-1211,df:f1:df:e1:af:48,-67,WPA2,4,real
Building-9633,e0:51:4d:7c:f1:40,-43,WPA2,12,real
Building-1717,9a:d8:08:a8:0e:c8,-83,Open,6,real
Linksys-5884,12:a8:0b:fa:26:2e,-42,WEP,4,real
Campus_1712,46:f2:87:8c:66:b5,-77,Open,2,real
Xfinity2094,59:86:1c:27:1f:72,-42,WPA2-Enterprise,3,fake
Building_7460,af:57:c7:a0:ae:47,-31,WPA2,6,real
MyAP-8994,41:bb:61:d7:46:43,-76,WPA2,4,real
Mall-8178,f8:78:15:4c:e2:cf,-50,WPA3,13,fake
Guest639 Public,9a:8a:48:eb:b4:27,-83,WEP,6,fake
Starbucks-6850,9b:ed:1e:b2:3c:bb,-37,WPA2,11,fake
Residence-3949,52:95:40:aa:6e:d0,-65,Open,5,real
freeguest3707,ba:37:9f:91:ce:62,-37,WPA3,5,fake
Office-4924,db:70:71:e0:4b:bd,-33,Open,11,real
Hotel7347,17:ef:69:46:95:6f,-35,Open,7,fake
Starbucks_Free_905,65:81:bf:7b:bc:82,-65,Open,1,fake
Airport-876,3d:52:39:77:98:6c,-80,WEP,6,fake
Dorm-6198,2e:91:a0:15:66:8f,-32,WPA3,4,real
free4685 lobby,8c:be:7f:50:1b:1f,-31,WPA2,3,fake
shop-shop7530,73:9a:51:db:60:f2,-47,WPA2-Enterprise,6,fake
linksys-8338-,dd:30:6b:e5:9f:fc,-57,WEP,2,fake
BT-3184,25:2b:83:9f:d6:11,-34,Open,8,fake
_Guest-_Guest3023,59:b8:34:4a:55:7c,-33,Open,8,fake
Office-3434,b9:b2:ec:51:ee:fa,-79,WEP,8,real
Guest_WiFi_689,b8:56:04:78:8b:d7,-83,WPA2,5,fake
John-2971,5b:02:98:df:0b:4a,-87,WEP,9,real
Tower_609,b2:13:86:f4:e6:d0,-68,WPA2,12,real
Lobby9428,dd:49:e5:88:16:81,-48,WPA2,12,fake
NETGEAR WiFi 9080,7e:20:f8:3f:e5:c3,-90,Open,13,fake
Residence_3363,b0:fc:d6:d8:99:9f,-72,WEP,13,real
Residence-6614,13:c1:c1:0d:36:24,-52,WPA2,9,real
Secure_Shop3422,a2:5b:9d:b6:96:35,-39,WPA3,13,fake
NET_9536,3d:35:5d:25:4f:65,-43,WPA2,8,real
FreeWiFi_241,bf:90:e3:7a:a2:39,-79,WPA2-Enterprise,7,fake
Apartment_8343,27:5c:bf:0e:a5:98,-67,WPA2,2,real
MallGuest7842,f6:62:de:29:a1:41,-84,WPA2-Enterprise,5,fake
Dorm_1593,c4:67:3a:27:d6:c7,-72,WPA2-Enterprise,10,real
Anderson-3265,8d:7e:a7:0a:1d:a6,-42,WPA2,6,real
Building_6463,19:d6:eb:ab:8c:6e,-86,Open,2,real
Home_7146,b4:62:63:f7:85:84,-76,Open,2,real
Network_Hotel8767,62:ea:e2:8b:c8:42,-71,Open,11,fake
Linksys_2296,4d:88:0d:37:42:72,-36,WPA3,13,real
NET_496,ed:90:7a:3d:b8:b6,-78,WEP,5,real
Campus-9647,26:c3:c2:e9:da:78,-46,Open,7,real
Library WiFi 125,4d:b4:10:39:34:ea,-83,WPA2,5,fake
Anderson-6733,77:ed:2c:80:a8:a3,-82,WPA2-Enterprise,11,real
Free_Free_2717,8e:57:5e:ff:39:53,-65,WPA2,7,fake
Apartment-1218,1d:89:84:8c:38:e2,-67,Open,9,real
Shop5922 Office,bf:f8:67:28:88:e4,-59,WPA3,5,fake
Office-8771,b3:27:bb:fd:0c:ee,-86,WPA2-Enterprise,6,real
Residence-2209,19:e6:72:a9:4b:a3,-64,Open,11,real
Campus_3466,3e:25:05:4c:7d:39,-37,WPA2-Enterprise,6,real
Building_1086,b6:4d:60:22:be:2f,-90,WPA2-Enterprise,4,real
bt6565  guest,1c:01:dc:63:ec:cb,-73,WEP,10,fake
Linksys_488,51:93:4c:d8:1e:e0,-74,WPA3,10,real
Campus_356,06:fe:06:7a:3e:ce,-44,WPA3,5,real
Linksys-123,43:e7:e2:07:ef:bc,-72,WPA2,4,real
Residence-1647,60:e9:a6:56:c2:32,-61,Open,1,real
mywifiguest7180,42:cd:a9:19:3a:ba,-75,WPA2,4,fake
Tower_6044,01:5b:1d:de:73:f6,-74,WEP,13,real
Mall_Free_8607,47:97:25:90:5e:34,-39,WPA3,1,fake
Residence-6961,23:ef:66:8b:0d:f3,-52,WEP,7,real
Airport_Guest_,42:0e:fa:98:4b:74,-30,WPA2,2,fake
MyAP-406,1b:ce:2e:77:0c:07,-50,WPA3,8,real
Free8026 WiFi,96:53:ce:3d:6f:22,-35,Open,10,fake
Hotel-tH,00:b3:25:54:ae:09,-45,WEP,2,fake
StarbucksGuest2371,d0:3f:8e:bc:f0:a3,-58,WPA2-Enterprise,9,fake
Vodafone-8465,98:7e:88:c3:68:84,-39,WPA2,11,fake
NET_1035,27:e4:a5:43:f0:f4,-63,Open,3,real
MyAP_1636,72:13:d8:95:dd:a9,-84,WPA3,7,real
Linda_5207,37:2b:9c:53:91:33,-78,WPA2,12,real
GuestGuest670,e8:e4:0b:3c:0a:b1,-50,WEP,8,fake
Campus_6486,fe:8c:67:97:ba:b8,-37,WPA2-Enterprise,1,real
freewifi 2463,fc:df:0a:04:69:4c,-51,WPA2,1,fake
FreeWiFi 1188,7d:e9:35:ba:61:95,-31,WPA2,5,fake
Home-761,c7:5e:29:b9:99:e4,-87,WPA2-Enterprise,1,real
FreeWiFi_1921,6a:3c:b1:e0:06:e1,-73,WEP,10,fake
TPLinkGuest9397,52:7c:a4:98:e2:cb,-67,WPA2,11,fake
linksys4348,9d:45:5c:52:0d:b3,-40,WPA2-Enterprise,6,fake
Residence_7769,a8:fc:aa:44:cd:1a,-49,WPA3,6,real
Apartment_7942,3a:01:4e:9f:3f:bd,-45,WPA2,6,real
Library WiFi 4453,26:42:b4:af:03:37,-81,WPA2,13,fake
Hotel-5192,73:e9:7a:53:91:ea,-42,WPA3,10,fake
HotelGuest9800#,ab:9a:e7:ed:16:92,-74,WPA2,3,fake
Tower_4178,ff:be:f7:12:aa:cd,-60,WEP,4,real
Linksys9211 Lobby,3c:0d:d4:95:e9:05,-54,WPA3,11,fake
TPLink_4851,40:86:5d:74:e8:3e,-55,WEP,12,real
Public4641,21:55:de:20:70:3b,-39,WPA3,1,fake
Home-Home5723,24:5f:8d:b2:47:fa,-61,WPA2-Enterprise,9,fake
Free_Free_6194,74:1c:a9:1d:f5:32,-83,Open,6,fake
Smith_1494,94:ea:08:19:57:91,-57,Open,1,real
Building_1100,cb:0a:16:81:b6:2c,-41,WEP,4,real
Dorm-5537,4e:34:22:04:23:89,-47,WPA3,5,real
Airport4937 Secure,d2:b3:3c:91:87:6c,-52,WPA2,6,fake
Free7506,78:51:44:08:e2:5c,-69,WPA3,4,fake
Apartment-3049,ac:94:03:53:13:f1,-41,WEP,1,real
secure7348,a5:f2:56:6f:44:20,-32,WEP,3,fake
Building_6994,fa:a1:74:ef:e7:b7,-37,WEP,6,real
Smith-5863,2b:1d:8d:5e:8c:75,-55,WPA2-Enterprise,5,real
Airport-4504,bb:7c:00:02:38:a4,-34,WEP,10,fake
FreeWiFi_9221,19:2a:a5:5f:b1:85,-57,WPA2,6,fake
Dorm-4297,d7:93:07:c9:89:eb,-50,WPA2,1,real
Dorm_6373,86:4f:b7:75:39:fc,-45,WPA2,7,real
Dorm_9885,c8:f4:be:66:98:a8,-51,WPA2-Enterprise,1,real
John-2621,50:ac:24:88:8b:22,-75,WPA3,9,real
Cafe_Guest1698,2a:c8:6a:e5:53:14,-66,WPA2,8,fake
Dorm-2547,1f:04:ba:63:20:dd,-41,WPA2,3,real
Smith-5136,84:d6:c3:20:c4:2c,-37,WPA2-Enterprise,2,real
GuestNet_Vodafone7408,5a:dd:c0:28:ac:ec,-64,WPA2-Enterprise,8,fake
McDonalds_WiFi_2866,19:4e:f7:f7:be:9c,-43,WPA3,12,fake
Office_Free_4835,38:70:45:99:bb:4b,-64,WPA2-Enterprise,2,fake
Office-Office1756,5a:90:e1:86:38:6d,-53,WEP,1,fake
Free_Internet_123,fd:e1:4d:d0:10:73,-67,Open,5,fake
Guest_WiFi_4329,bf:68:bd:d1:7f:e5,-76,Open,7,fake
guest566.,06:c0:4a:8c:be:df,-65,WPA3,11,fake
MyWiFi6377 Lobby,e9:4f:1b:b5:00:f9,-35,WPA3,6,fake
NET_391,5a:ec:e7:75:6a:0c,-87,Open,5,real
FreeWiFi_7531,03:fd:f0:d2:8a:87,-66,Open,3,fake
Lobby WiFi 9617,8f:fa:fa:45:e0:cf,-86,WEP,4,fake
Free-Free6275.,ac:0a:6f:6f:54:a3,-32,Open,11,fake
Apartment_7275,77:f7:52:d2:f2:de,-74,WPA2,5,real
NET_3795,4c:7c:6b:da:ad:c9,-79,WEP,7,real
Apartment_4154,03:ca:1e:25:72:9a,-45,WPA3,12,real
Tower-373,85:1e:d0:6c:25:17,-86,Open,2,real
FreeWiFi 2507_,b0:69:fe:8a:85:27,-41,WPA3,12,fake
Linda-228,0c:e5:86:5d:32:b9,-60,WPA2,13,real
Home-Home3255,84:12:5f:4d:b7:76,-49,WEP,13,fake
GuestNet_TPLink2075,8a:07:0f:64:a7:5b,-53,WPA2-Enterprise,9,fake
freewifi_3390,3f:88:31:fc:c4:94,-83,WEP,13,fake
NETGEAR_Free_9371,8f:d0:80:ed:8a:9a,-49,WPA2,13,fake
Linda-4611,f8:c4:f3:4e:48:8c,-34,WPA3,13,real
TPLink-2566,70:00:89:d7:23:42,-86,WEP,13,real
OfficeGuest2946,3c:78:ec:73:c9:90,-62,WEP,9,fake
NET-7708,d9:11:21:5b:13:1e,-30,Open,10,real
Residence-135,0f:9a:37:ca:98:ea,-43,WEP,8,real
FreeWiFi 3741,a9:cc:0e:df:cf:6d,-90,WPA2,8,fake
MyAP-7144,c1:a9:12:6b:d0:29,-49,WPA2-Enterprise,11,real
Residence-3105,ab:4f:4f:cb:b9:7d,-86,WPA2,10,real
FreeWiFi_4053,c9:ec:b1:5b:2f:03,-53,WPA3,3,fake
Home_604,05:7b:17:63:56:e7,-57,WEP,1,real
John-8216,9c:2a:fa:91:60:64,-58,Open,11,real
Free-9242,df:a3:1c:57:12:97,-85,Open,1,fake
free-9650,f3:cb:20:9b:0d:af,-57,WPA2,4,fake
Linksys_6791,88:dd:08:08:5a:06,-44,WEP,13,real
StarbucksGuest122,30:e6:0f:cc:c6:cf,-44,WPA2,4,fake
FreeWiFi_4842,d6:1d:4c:b7:2c:94,-81,WPA3,10,fake
Campus_7058,c6:64:dc:9d:d7:b4,-38,WEP,8,real
Building_5986,3f:48:66:f5:8a:c2,-71,WEP,5,real
MyAP-6483,ea:2f:d3:ab:05:79,-63,WPA2,1,real
guestnet5673,69:17:93:5b:d1:a1,-87,WEP,10,fake
shop7254 public,18:a2:1a:32:ac:b4,-43,WPA2,1,fake
cafe-cafe5655!,ae:0e:61:f5:03:07,-63,WPA3,7,fake
MallGuest7452,51:7b:1f:c1:fd:76,-43,WPA2,13,fake
hotel-1343,dd:c4:ca:10:a2:d4,-38,WPA2,4,fake
MyWiFi-9610,3d:94:29:0c:04:3c,-77,Open,13,fake
Office_6750,1b:c4:4e:73:ae:9a,-55,WPA2,7,real
Home-1602,82:7e:80:3e:fd:e6,-78,WPA3,13,real
Linda-9638,6e:3a:38:4e:91:a4,-32,WPA3,13,real
MyAP-3555,e4:0a:19:7c:85:c8,-35,WEP,6,real
Home_7960,25:05:eb:cd:ee:82,-68,WPA2-Enterprise,9,real
free-ee.,db:45:5c:b4:a0:b8,-41,Open,6,fake
Cafe_WiFi_3828,63:14:cd:a9:0c:b1,-65,WEP,8,fake
NET_2058,74:b8:a2:86:0d:42,-56,Open,10,real
Xfinity1156,31:51:cc:23:2c:11,-89,Open,2,fake
Tower-5679,80:d7:a8:35:15:b4,-34,WPA2-Enterprise,12,real
Network_McDonalds4104,98:b6:5a:d2:23:2e,-54,WPA3,2,fake
Cafe2833,0b:60:4a:b4:db:3d,-68,Open,2,fake
Anderson-3441,ec:59:cd:ec:29:47,-70,WPA2,7,real
Mall_Free_9577,46:1e:6a:d0:72:b2,-33,WPA2-Enterprise,3,fake
Linksys_2458,09:25:53:5f:03:2d,-68,WPA2,3,real
freewifi 7298,8c:b5:67:25:a3:9b,-55,WPA2-Enterprise,7,fake
FreeWiFi 4439,9a:92:9f:81:78:6c,-75,WEP,1,fake
McDonalds7321 GuestNet,09:92:77:b7:0f:ab,-42,WEP,7,fake
McDonalds WiFi 7525,e7:25:df:cd:80:42,-40,WPA2-Enterprise,11,fake
GuestNet9910,c3:75:17:d1:af:9e,-88,WPA3,3,fake
Linksys_4739,64:8f:42:01:2f:ae,-73,WEP,13,real
cafe-cafe3260,a4:6c:36:2c:95:53,-71,WPA2-Enterprise,7,fake
mywifi1526,e7:af:95:9b:db:29,-37,WPA3,12,fake
Office-1717,8a:f6:d7:c1:61:f3,-81,WPA2-Enterprise,2,real
Linda-8672,c8:4d:f9:6a:09:69,-81,WPA2-Enterprise,9,real
McDonalds4848 Cafe,c1:23:62:5d:1c:97,-46,WPA3,2,fake
NETGEAR_WiFi_2420,f1:7d:d6:ea:6f:12,-70,WPA2-Enterprise,1,fake
Building-6649,5f:a4:d1:64:62:41,-66,WPA2-Enterprise,2,real
Linda_Home,71:c9:2c:de:ad:f2,-55,WPA2,6,real
Shop9044,ed:7a:34:c0:c0:36,-75,WEP,7,fake
FreeWiFi 7751!,90:e4:73:45:f2:26,-45,WPA3,12,fake
Linksys_163,20:f6:d6:ea:07:c8,-32,WEP,4,real
Free Guest,e2:d3:c0:42:d3:f6,-46,WPA2-Enterprise,7,fake
Linda-7060,e4:e2:ae:3c:08:6e,-45,WPA2,5,real
Network8518,f2:75:ff:d4:3d:1e,-66,WPA2-Enterprise,13,fake
BT_Free_1084,27:2a:94:64:53:7d,-73,WPA2,6,fake
Dorm_2984,d1:74:96:73:eb:93,-42,WPA2,7,real
Linksys Free 8985!,05:9a:78:c9:57:03,-87,Open,10,fake
Mall2604 Cafe,56:e3:fc:52:b1:80,-81,WEP,11,fake
Cafe_Free_105,c9:c4:b0:47:05:14,-40,Open,12,fake
Building-2096,66:34:5f:b4:26:52,-69,WPA2-Enterprise,11,real
guestnet_guest9002,24:94:d9:05:1b:e3,-55,WPA2-Enterprise,11,fake
Residence-4606,89:c8:1f:07:6d:f1,-78,WPA3,1,real
Home2300,07:25:b2:92:5d:c3,-32,WEP,6,fake
Office9082,a5:ad:8c:8a:57:ea,-42,WPA2,12,fake
John-2644,cf:f9:7a:6f:4d:ae,-52,WPA2,11,real
Hotspot818,1d:23:ba:54:2c:34,-54,Open,8,fake
Apartment_8300,00:d2:fe:0a:3d:9f,-52,WPA3,8,real
Office_4744,00:50:60:46:a1:6f,-43,Open,1,real
Linda_5120,94:5b:33:5c:4d:df,-77,WPA3,13,real
NET_5999,85:db:62:81:39:8c,-40,WPA2,6,real
Home-8486,ac:68:47:63:5d:7a,-48,WPA2-Enterprise,5,real
Home-Home2644#,8e:63:2c:45:0b:1b,-48,WPA2,3,fake
Tower-5769,94:6e:dc:bf:b1:07,-36,WPA2,7,real
Dorm-6247,18:02:fb:aa:3f:94,-48,WPA3,3,real
Tower-6603,71:2f:e9:25:04:3e,-39,WPA2,1,real
Home_1261,48:39:75:1c:20:0a,-82,WPA3,12,real
network-network439,e5:1e:e9:01:c0:64,-65,WPA3,2,fake
Anderson-481,9c:47:ea:25:b4:f3,-67,Open,12,real
Apartment-3219,10:e3:f8:f4:75:63,-75,WPA2,11,real
Secure-Secure8424,2f:ee:fc:c2:a3:b9,-70,WPA3,8,fake
guestnet-guestnet5600,00:e9:77:92:d3:c3,-32,WPA2-Enterprise,10,fake
Cafe-6079,e6:3c:a2:1c:6e:c1,-52,WPA2-Enterprise,6,fake
Lobby_Free_3336,f8:d6:90:41:4a:6c,-80,WPA3,9,fake
Tower_9391,45:ac:4e:e4:9d:98,-30,WPA2-Enterprise,11,real
Apartment-3871,99:e6:c7:d4:d4:91,-42,WPA2,10,real
HotelGuest4228,25:5d:fe:ea:c4:48,-39,WPA2,8,fake
starbucks_free_8084,75:69:8b:34:bf:11,-49,WPA2-Enterprise,2,fake
Campus_4796,14:f3:7e:9c:5d:7e,-49,WPA2,1,real
xfinityguest7700,fe:04:84:66:a8:f9,-44,WPA3,2,fake
airport-9115,b5:ff:d1:7f:22:35,-44,WEP,5,fake
NET-6004,c8:89:5a:16:07:a5,-76,WPA2,11,real
John_8114,77:4b:ee:9f:24:42,-86,WPA3,13,real
Office-1710,fa:8f:97:32:18:96,-61,WEP,6,real
Linda_4713,c5:63:64:e8:33:46,-89,WEP,1,real
Tower-2826,63:e7:3a:bd:9d:94,-82,Open,7,real
StarbucksGuest8638,3b:0c:bd:57:df:77,-58,WPA3,5,fake
CafeGuest6479,97:34:39:c2:fb:e5,-72,WPA3,10,fake
Vodafone-7785_,ef:3a:dc:62:82:69,-45,WPA2-Enterprise,11,fake
Tower_WiFi,dd:49:fe:ba:80:22,-43,WPA3,12,real
MyAP-995,d7:69:c9:a9:ce:4d,-71,WPA2,8,real
Shop_Free2032,bc:1b:94:cd:c7:43,-47,WPA2-Enterprise,6,fake
secure_mall8749,39:7f:bc:03:11:88,-38,WPA2,12,fake
MyAP_5896,9a:a9:51:98:7f:91,-60,WPA3,8,real
Starbucks_Free_6148,ed:46:bf:d2:35:8f,-60,WPA2,3,fake
Linksys_6196,7d:d2:05:7e:ae:f1,-78,WEP,3,real
BT-5981.,86:25:a2:db:17:04,-53,WPA2-Enterprise,2,fake
Linksys-4313,20:f6:69:83:a7:a1,-69,WPA2-Enterprise,10,real
Linksys-9587,7c:80:45:5a:93:4e,-39,WPA3,7,fake
Dorm-9386,a8:6c:a4:52:fc:39,-71,WPA2,4,real
freewifi 2435,44:ca:37:54:03:0e,-81,WPA3,11,fake
MyWiFi_WiFi_4239,8a:78:2b:40:47:d4,-88,WEP,4,fake
FreeWiFi 5942,05:e3:48:a5:e5:d6,-34,WPA3,9,fake
Hotspot646,b8:26:57:20:d0:0d,-36,WPA2-Enterprise,3,fake
NETGEAR_Free_8627,67:84:0b:33:24:f3,-54,WPA2-Enterprise,11,fake
Free_Cafe4958,35:19:e0:be:25:4e,-45,WPA2-Enterprise,6,fake
John_5446,c0:d5:ca:28:30:7f,-83,WPA2-Enterprise,8,real
Campus-2320,39:e1:3e:e3:f6:cc,-51,WPA3,8,fake
Linda-4527,4c:b3:42:e0:bd:cf,-30,Open,5,real
Campus-4504,d5:dd:1b:0d:fd:db,-83,Open,11,real
McDonalds-2669,b5:7b:6c:ae:e6:3c,-37,WEP,1,fake
Anderson-2276,cc:ae:f2:21:94:3b,-66,WEP,11,real
